transaction_id,order_value_ratio,account_age_days,txns_last_hour,billing_shipping_mismatch,vpn_detected,new_device,hour_of_day,is_fraud
TXN-100034,0.5879546869812318,181.19661970046786,2,0,0,0,19,0
TXN-100035,1.3005012772676092,65.87430948523016,2,0,0,0,0,0
TXN-100036,0.8589572399930703,812.9122994601083,1,0,1,0,21,0
TXN-100037,0.778352165245763,265.1387098827619,1,0,0,1,16,0
TXN-100038,1.0133954877409141,44.64558201736587,3,0,0,1,10,0
TXN-100039,1.7228890499407463,7.475010774407946,5,0,0,1,23,1
TXN-100040,1.7378937837195134,60.55713575781352,2,0,0,1,17,0
TXN-100041,0.897372813420262,146.90508594054774,3,0,0,0,23,0
TXN-100042,1.0068312082908915,88.22024564311567,1,0,0,0,4,0
TXN-100043,1.369368018256383,89.54701975289217,2,0,0,0,4,0
TXN-100044,0.9154115014239421,219.2383155895576,1,0,0,0,1,0
TXN-100045,0.9882087405971041,53.347615279684575,1,0,0,0,16,0
TXN-100046,0.8700179639389441,219.54075019806064,1,0,0,0,15,0
TXN-100047,1.0221996930728572,114.79568211120029,1,0,0,0,19,0
TXN-100048,1.0319433192203327,142.11234524162313,1,0,0,0,3,0
TXN-100049,0.8667967160565282,202.79624472812384,3,0,0,0,5,0
TXN-100050,1.910909672418015,347.7834807491848,2,0,0,1,22,0
TXN-100051,0.5348888469870531,215.17880035733694,2,0,0,0,22,0
TXN-100052,1.0372957612666533,149.38871729466393,1,0,0,1,6,0
TXN-100053,0.7904710235729828,502.35454681937176,2,0,0,0,5,0
TXN-100054,1.3901032121045982,368.7098044583413,1,0,0,0,18,0
TXN-100055,1.3447869473091085,366.47519660439224,4,0,0,0,0,0
TXN-100056,0.8236831315056405,1240.5905352622892,3,0,0,1,21,0
TXN-100057,0.750481533328599,54.45520897076964,2,0,1,0,22,0
TXN-100058,1.5735647686941945,13.264729177808775,5,0,0,0,15,0
TXN-100059,0.8814789934793502,525.4983540754032,2,0,0,0,15,0
TXN-100060,1.1848505825221995,133.14240491066315,1,0,0,0,23,0
TXN-100061,0.7519419164856534,18.064690435846607,3,0,0,0,13,0
TXN-100062,1.675217476187458,8.137606889747357,2,0,0,0,10,0
TXN-100063,0.7645562875138987,180.85292863824517,3,0,0,1,19,0
TXN-100064,0.8483165658791433,278.69473539112516,2,0,0,0,19,0
TXN-100065,0.8976481646744572,225.16000378036338,4,0,0,0,3,0
TXN-100066,0.9823847674357786,382.5075587487117,1,0,0,1,3,0
TXN-100067,0.7452050545443936,162.66493541736625,2,0,0,0,22,0
TXN-100068,1.6719883337178456,44.14013020220733,2,0,0,0,9,0
TXN-100069,1.1821642930662184,69.06844698723503,3,0,0,0,3,0
TXN-100070,1.4900452284391417,149.03675049268787,2,0,0,0,6,0
TXN-100071,1.5063592670754073,445.7763450024598,2,0,0,0,23,0
TXN-100072,0.7596689450185766,164.28958375619436,4,0,0,0,1,0
TXN-100073,0.8763619770018012,446.0884232766548,2,0,0,0,3,0
TXN-100074,0.7222084592111678,175.4299005534943,1,0,0,0,11,0
TXN-100075,0.902755383535265,242.40168196818422,3,0,0,0,0,0
TXN-100076,0.8844896481457727,392.7644670036319,1,0,0,1,6,0
TXN-100077,0.8564717848161689,650.8883177706098,2,0,0,0,22,0
TXN-100078,1.2586751360088413,166.46679492004037,2,0,0,0,20,0
TXN-100079,1.3775444558053913,224.24900961230063,1,0,0,0,16,0
TXN-100080,1.1753159939225686,128.59648350102688,3,0,0,0,18,0
TXN-100081,0.43021697226791283,51.00423673490192,2,0,0,0,13,0
TXN-100082,1.0966947631589385,207.22736751847455,2,0,0,0,21,0
TXN-100083,0.8887342273046033,6.914967110782983,2,0,0,0,15,0
TXN-100084,0.6830146666127191,123.59113732325082,1,0,0,0,15,0
TXN-100085,0.8829958517958723,403.7691018372626,1,0,0,0,14,0
TXN-100086,0.757856993436115,708.1014525778614,1,0,0,0,8,0
TXN-100087,1.2087985401898356,71.26912332374388,1,0,0,0,2,0
TXN-100088,1.2379588875050784,376.0882123928749,2,0,0,0,16,0
TXN-100089,1.049029399964765,29.64933235668257,1,0,0,0,20,0
TXN-100090,0.8379059791782976,235.65596175960331,2,1,0,0,14,0
TXN-100091,0.6610045213340527,16.526494919740156,4,0,0,0,22,0
TXN-100092,1.301229576311272,272.67984421932346,2,0,0,0,23,0
TXN-100093,1.0940090388726724,17.261235112341865,1,0,0,0,11,0
TXN-100094,1.311935343597855,107.88740752523492,5,0,0,0,5,0
TXN-100095,0.8217028117618884,287.0772228397833,5,0,0,0,9,0
TXN-100096,1.047125380438289,16.638902382664646,1,0,0,0,9,0
TXN-100097,1.290104636964275,17.70837836104323,2,1,0,0,1,0
TXN-100098,1.3295750987175916,18.44345599592874,4,0,0,0,0,0
TXN-100099,0.924714150578942,327.0581370507445,3,0,0,0,15,0
TXN-100100,0.8230834564197981,147.99858160313264,3,0,0,0,1,0
TXN-100101,0.9634946591985484,75.62621191162644,2,0,0,0,18,0
TXN-100102,0.7619545252167993,322.4052943564831,3,0,0,0,10,0
TXN-100103,0.7945352203872289,267.23610525377217,2,0,0,0,12,0
TXN-100104,0.588005054157863,58.55130002142872,3,0,0,1,4,0
TXN-100105,1.1447368931018462,162.1666554407623,3,0,0,0,10,0
TXN-100106,1.5655447608518422,439.4127936803299,2,0,0,1,21,0
TXN-100107,0.5912574953103468,53.79401654607004,1,0,0,0,19,0
TXN-100108,1.4968994487649805,187.62442056913198,4,0,0,0,20,0
TXN-100109,0.6562922390500783,60.32905888550733,3,0,0,0,7,0
TXN-100110,1.2703610167146273,34.484684881277694,2,0,0,1,23,0
TXN-100111,1.4326927118870765,247.94653147774147,3,0,0,0,6,0
TXN-100112,0.9554857276678715,164.93948980235166,2,1,0,0,17,0
TXN-100113,3.220197758594654,7.934004234497018,5,0,0,0,22,1
TXN-100114,0.5318061847888728,320.4999507248491,2,0,0,0,21,0
TXN-100115,2.446444300982657,111.98061774741528,1,0,0,0,9,0
TXN-100116,1.2033936289255491,84.20964980249613,2,0,0,0,23,0
TXN-100117,1.1166002735646892,163.78830269217153,2,0,0,0,13,0
TXN-100118,1.4463908168615571,422.3834099941031,3,0,0,1,16,0
TXN-100119,1.3488989176565946,36.532772935785104,1,0,0,0,22,0
TXN-100120,0.8327228435756518,14.120252159824673,2,0,0,0,18,0
TXN-100121,1.0446236394016706,126.08337007932482,1,0,0,1,23,0
TXN-100122,0.8195784349721172,126.49610539513459,2,0,0,0,13,0
TXN-100123,0.7328591673089601,119.28377492579725,5,0,0,0,7,0
TXN-100124,1.082574102658881,354.8972637270042,2,0,0,0,6,0
TXN-100125,0.3299095532001594,289.87036094435894,3,1,0,0,10,0
TXN-100126,1.5633368113657176,35.804597600263584,1,0,0,0,23,0
TXN-100127,0.613059814042333,27.0453740774719,2,0,0,1,3,0
TXN-100128,1.2995856074768564,4.566809480703252,1,0,0,0,22,0
TXN-100129,1.510464953493357,108.63130210094718,3,0,0,1,1,0
TXN-100130,1.0564795829517302,228.66496427875634,3,0,0,0,15,0
TXN-100131,0.6517481785033913,148.17485515555137,1,0,0,0,10,0
TXN-100132,0.8104251863335884,81.9726901330136,1,0,0,0,18,0
TXN-100133,1.4740828957246055,40.64167450119527,2,0,0,0,17,0
TXN-100134,1.1880010828792464,509.1216102143367,1,0,0,0,16,0
TXN-100135,3.496346327132612,22.480348693057287,3,0,0,1,12,1
TXN-100136,1.182792692900674,72.06564355822636,1,0,0,0,21,0
TXN-100137,0.5962117358664867,76.77131429330802,2,0,0,0,21,0
TXN-100138,1.751650657640776,61.17031637327398,1,0,0,0,16,0
TXN-100139,1.2590966788595257,138.242830356035,2,0,0,0,21,0
TXN-100140,1.0324336576077418,687.2776227001713,1,0,0,0,7,0
TXN-100141,1.1478639168358062,63.22352416343524,3,0,0,0,1,0
TXN-100142,0.7477123665963568,401.69148635344135,2,0,0,0,3,0
TXN-100143,1.7942172522478692,56.39515682560339,1,0,0,0,23,0
TXN-100144,1.2668740545286032,87.08340701487361,1,0,0,0,2,0
TXN-100145,0.8033751202663986,461.1000551140241,1,0,0,0,18,0
TXN-100146,0.9372700590193409,254.66608696018736,2,0,0,0,16,0
TXN-100147,1.538765595342035,259.0210346832496,2,0,0,0,16,0
TXN-100148,0.9324736461277146,579.6463004843207,2,0,0,0,21,0
TXN-100149,0.9253761733504894,45.16144065782231,2,0,0,0,20,0
TXN-100150,0.7573374113478811,147.5834296483709,2,0,0,0,10,0
TXN-100151,2.400211170970915,33.2458174249623,2,0,0,0,11,0
TXN-100152,0.9954837983644786,60.47392354263495,3,0,0,0,14,0
TXN-100153,1.4852451627758065,259.5889239005204,1,0,0,0,8,0
TXN-100154,1.1261546091188515,32.44669989032574,2,0,0,0,7,0
TXN-100155,0.612397739299691,74.46264784495666,2,0,0,0,17,0
TXN-100156,0.8908924942517691,426.0183179234996,2,0,0,0,18,0
TXN-100157,1.6656229889651157,214.51713200883586,1,0,0,1,5,0
TXN-100158,0.7507250654298274,139.02370694366869,2,0,0,0,18,0
TXN-100159,1.1622950636506528,268.3836834739121,1,0,0,0,1,0
TXN-100160,0.5422886263954451,30.604542602188864,4,0,0,0,22,0
TXN-100161,0.5278954642215947,611.11685346434,2,0,0,0,7,0
TXN-100162,1.666893380101446,5.425903311686312,4,0,0,1,15,0
TXN-100163,0.8757536457985584,178.38987636049382,1,0,0,0,15,0
TXN-100164,1.1485988193175103,117.64430930163083,1,0,0,1,17,0
TXN-100165,0.9235408497332466,33.10724113028157,4,0,0,0,13,0
TXN-100166,0.7162808555089486,164.80980267807584,2,0,0,1,5,0
TXN-100167,0.9145192164599539,100.57125974500966,2,0,0,0,3,0
TXN-100168,0.5493075265201408,383.9730049381481,1,0,0,0,10,0
TXN-100169,0.8927668203785467,16.22299768277846,1,0,0,0,1,0
TXN-100170,0.7682505477983042,250.7144400297811,4,0,0,0,10,0
TXN-100171,0.8430644602160942,278.1884645634747,2,1,0,0,17,0
TXN-100172,1.0422668543822946,94.32959882786767,2,0,0,0,6,0
TXN-100173,1.7729724343341424,656.326999317934,1,0,0,0,8,0
TXN-100174,0.7660046069171446,427.71731818411723,1,0,0,0,5,0
TXN-100175,1.3296174177531759,834.8416154528987,3,0,0,0,3,0
TXN-100176,1.8947363038851688,361.1908165540163,2,0,0,0,18,0
TXN-100177,0.6308518283016779,180.47272940463048,3,0,1,0,21,0
TXN-100178,1.4541247300502007,144.8120612662612,3,0,0,0,0,0
TXN-100179,0.840078511477688,79.5264556225215,1,0,0,0,18,0
TXN-100180,2.8450025525426583,158.43244093568077,1,1,0,1,1,0
TXN-100181,1.8271365227500884,192.32453881000015,1,0,0,0,10,0
TXN-100182,0.8281825495317111,273.5526992603172,3,0,0,0,18,0
TXN-100183,1.7875513235314477,153.4494855690257,1,0,0,0,0,0
TXN-100184,1.2879504204494316,34.749870948040694,1,0,0,0,1,0
TXN-100185,0.889129110105961,26.21683011457506,4,0,0,0,1,0
TXN-100186,0.9115652924286122,330.43637901255204,3,0,0,0,2,0
TXN-100187,1.433710165996864,183.3063623552891,3,0,0,0,22,0
TXN-100188,1.5223177961498278,64.14282553384629,2,0,0,0,5,0
TXN-100189,0.6368125129664409,33.57636431751506,4,0,0,0,13,0
TXN-100190,0.7910160599654142,111.40539972732239,1,0,0,0,16,0
TXN-100191,0.9851740415283381,726.5707605386568,1,0,0,1,22,0
TXN-100192,0.658970786316541,36.66254648873749,2,0,0,0,18,0
TXN-100193,1.3499333222107501,129.92527171990344,2,0,0,0,8,0
TXN-100194,1.1721883534040771,213.98722700490518,1,0,0,0,7,0
TXN-100195,1.149082890399222,243.71773527092398,2,0,0,0,14,0
TXN-100196,1.8367700858571443,18.236902273581105,2,1,0,0,15,0
TXN-100197,1.3333804956610051,106.65504524308864,2,0,0,0,3,0
TXN-100198,1.441363981094544,283.4645114450799,4,0,0,0,10,0
TXN-100199,1.4701546768997895,31.585290746623485,3,0,0,0,23,0
TXN-100200,1.111479045886391,193.21008154523193,4,0,0,0,9,0
TXN-100201,0.9215210206060316,156.4187789236072,1,0,0,0,2,0
TXN-100202,1.099403564512068,367.77151281811337,4,0,0,0,18,0
TXN-100203,1.4652699052478355,592.1961733014492,1,0,0,0,23,0
TXN-100204,1.0827830442168214,421.739479979658,1,0,0,0,2,0
TXN-100205,1.0242326486644644,17.57187752364287,5,0,0,1,16,0
TXN-100206,0.9547582057820602,757.3886809103051,1,0,0,0,21,0
TXN-100207,0.6487118477275818,546.8648221711587,3,0,0,0,2,0
TXN-100208,0.9287229094757247,172.34254642920504,2,0,0,0,23,0
TXN-100209,0.9564167161814906,31.291274404252526,2,0,0,0,10,0
TXN-100210,0.9657798422100753,130.2056625220298,3,0,0,1,16,0
TXN-100211,1.2724532246960099,29.797305093067703,1,1,0,0,2,0
TXN-100212,1.4387835845328303,38.965863103233936,2,0,0,0,14,0
TXN-100213,0.7239500936560206,185.53608523815038,2,0,0,0,22,0
TXN-100214,1.0973526889127987,36.64771835316778,5,0,0,0,12,0
TXN-100215,0.8281930655499219,153.10180628334618,1,0,0,0,5,0
TXN-100216,1.054589221968139,25.053157030575044,1,0,0,0,10,0
TXN-100217,0.5153894256388112,497.1721336333732,1,0,0,0,16,0
TXN-100218,1.19725720695647,254.66568566739298,2,0,0,0,1,0
TXN-100219,1.1440159624342088,224.3735502068738,2,0,0,0,16,0
TXN-100220,0.9869690337642293,77.66726418522875,3,0,0,0,22,0
TXN-100221,0.5542488428984966,183.0588509733545,2,1,0,0,10,0
TXN-100222,0.6161142220411414,244.32709947044484,2,0,0,0,19,0
TXN-100223,0.8613019745510331,82.08144007790865,1,0,0,1,9,0
TXN-100224,1.5944153783334063,91.10028659965154,3,0,0,0,9,0
TXN-100225,1.0046745004684445,9.886520252123566,3,0,0,0,9,0
TXN-100226,0.6690912992087853,106.76989311277315,2,0,0,0,9,0
TXN-100227,0.7771895623429906,402.10710476881775,2,0,0,0,22,0
TXN-100228,0.8058440048168705,28.56563737293906,2,0,0,0,12,0
TXN-100229,0.7481177649181261,58.86807009174391,1,1,0,0,18,0
TXN-100230,1.177510517182084,378.1784752560081,2,0,0,0,9,0
TXN-100231,0.9628574973185957,34.90004218076089,3,0,0,0,17,0
TXN-100232,0.8650098238576529,240.8920720403447,2,0,0,0,7,0
TXN-100233,1.0176696813226849,105.49103430700347,1,1,0,0,15,0
TXN-100234,2.0663268994425117,13.256754204183189,2,0,0,0,19,0
TXN-100235,0.9816178498981368,334.9316605345514,3,0,0,1,15,0
TXN-100236,1.0101176038682707,11.66504608187657,3,0,0,1,3,0
TXN-100237,0.9241859513446399,10.867548934144452,2,0,0,0,12,0
TXN-100238,2.0222668638349264,170.69982368820743,1,0,0,0,22,0
TXN-100239,1.5629888421151132,634.2151662772553,2,0,0,0,2,0
TXN-100240,1.5609451463536352,337.7404786848621,4,0,0,0,7,0
TXN-100241,0.7798142007791924,128.4598087333211,4,0,0,0,14,0
TXN-100242,1.4041267657497167,270.52424734631865,3,0,0,0,2,0
TXN-100243,1.0297215301643374,60.083622018067864,2,0,0,0,1,0
TXN-100244,0.9171448442274984,269.89149056876613,1,0,0,0,19,0
TXN-100245,0.6094773404443833,59.22601706187844,2,0,0,1,15,0
TXN-100246,0.8139888702828296,680.1149302322756,2,0,0,0,8,0
TXN-100247,0.9795846246073622,76.43219721315697,2,0,0,0,17,0
TXN-100248,1.064557383345276,580.5309724377383,3,0,0,0,23,0
TXN-100249,0.6895329324541415,222.5230597441479,1,0,0,0,2,0
TXN-100250,1.413463801037379,38.80780706912897,4,0,0,0,5,0
TXN-100251,0.5821364757536257,548.6621240160974,2,0,0,0,21,0
TXN-100252,0.7552026160171449,11.82971975237865,1,0,0,0,16,0
TXN-100253,1.4048374796633363,618.8082375073449,3,0,0,0,20,0
TXN-100254,0.7670489965925595,597.3669488720042,2,0,0,0,18,0
TXN-100255,0.6931949962794975,465.71698928423274,5,0,0,1,11,0
TXN-100256,0.7965656087147408,154.318288650282,1,0,0,0,14,0
TXN-100257,0.7249562224180904,424.30309602528104,2,0,0,1,22,0
TXN-100258,1.02728326022995,191.26844981976544,3,0,0,0,18,0
TXN-100259,0.8028380926394155,31.25128826936344,3,0,0,0,0,0
TXN-100260,1.2756971209768855,216.93379229801036,3,0,0,0,3,0
TXN-100261,1.2185444062955564,120.39941144786937,3,0,0,0,10,0
TXN-100262,1.8504783077099893,517.6754468076,2,0,0,0,10,0
TXN-100263,0.7725804984224677,31.11801155960509,1,0,0,0,9,0
TXN-100264,1.8509369728199818,220.6036652165976,1,0,0,0,20,0
TXN-100265,0.6323499397411748,68.73002902754048,3,0,0,0,0,0
TXN-100266,1.0991624684117642,97.75082378170853,1,0,1,0,4,0
TXN-100267,0.9655676412990399,522.4546573350257,2,0,0,0,10,0
TXN-100268,1.1236662274288025,184.3961394862582,2,0,0,0,17,0
TXN-100269,0.5654221648300713,54.34478156340763,2,0,0,0,13,0
TXN-100270,0.47541584328637854,433.7162525714174,1,0,0,0,17,0
TXN-100271,0.9255830551631024,143.5797504152953,2,0,0,0,22,0
TXN-100272,1.0609375800505247,0.1572013748074442,3,0,1,0,8,0
TXN-100273,1.3175711186742316,209.68080942532714,3,0,0,0,22,0
TXN-100274,1.0478808517119809,8.009697235525023,3,0,1,0,23,0
TXN-100275,0.8925775909971294,64.74965558409737,1,0,0,0,21,0
TXN-100276,2.3141450814461493,310.3511293567784,3,0,0,0,5,0
TXN-100277,1.2445811400007434,31.892718522552652,4,0,0,0,9,0
TXN-100278,0.6764627444033794,304.01309281656086,2,0,0,0,5,0
TXN-100279,1.0045811827720594,165.03485405075625,3,0,0,1,20,0
TXN-100280,0.78697289772095,177.3872958686252,2,0,0,1,19,0
TXN-100281,1.1698399958132393,0.1404028183662543,6,0,0,0,22,0
TXN-100282,0.8863643749710876,234.64773439124207,3,0,0,1,22,0
TXN-100283,0.7965346337291407,184.25732318787027,1,0,0,0,15,0
TXN-100284,0.7150050465182144,182.75291218326606,2,0,0,0,21,0
TXN-100285,0.732689082742985,174.44612582203666,2,0,0,0,11,0
TXN-100286,4.607671972550627,2.5222658959341744,2,0,0,0,5,1
TXN-100287,0.6353250752285269,376.99597829318697,3,0,0,0,17,0
TXN-100288,0.7801272963113548,258.5023159743983,1,0,0,0,14,0
TXN-100289,1.0916776915164357,310.6965224486884,1,0,0,0,5,0
TXN-100290,0.7143827457351343,369.8405281757215,2,0,0,0,19,0
TXN-100291,1.0242942649280182,103.6354451289118,2,0,0,0,23,0
TXN-100292,0.8796658156593706,17.49119131460751,3,0,0,0,18,0
TXN-100293,1.3457335188433208,369.528394478303,2,0,0,0,17,0
TXN-100294,1.5264375054920116,349.7713984865358,2,0,0,0,0,0
TXN-100295,0.5357548392247743,309.7507688322193,1,0,0,0,14,0
TXN-100296,1.3929066988117296,447.0435534029152,2,0,0,0,11,0
TXN-100297,0.657976611619834,81.54175784409728,2,1,0,0,16,0
TXN-100298,1.047626490288942,260.2224921294699,1,0,0,0,21,0
TXN-100299,1.1951524026428788,274.37878539270264,1,0,0,0,16,0
TXN-100300,1.339832257117974,69.05950744879901,1,0,0,0,5,0
TXN-100301,1.0195975331689213,31.38550943482042,1,0,0,0,14,0
TXN-100302,1.0647142350390966,4.947910631257701,2,0,0,0,10,0
TXN-100303,0.7987537511534912,153.80263611867582,2,0,0,0,21,0
TXN-100304,1.0794802248676327,71.52796835137453,4,0,0,0,0,0
TXN-100305,0.9217135043843993,167.39620946413118,2,0,0,0,0,0
TXN-100306,0.8614583966579475,257.52126459914524,1,0,0,0,16,0
TXN-100307,1.094422979701955,501.18425318380304,2,0,1,0,21,0
TXN-100308,1.077255165449686,231.02144259620565,1,0,0,1,23,0
TXN-100309,1.055273161610757,175.12904498081238,1,0,0,0,4,0
TXN-100310,0.767882215441172,14.957790931594095,2,0,0,0,3,0
TXN-100311,1.0942727227822955,118.90930003661929,2,0,0,0,21,0
TXN-100312,1.9243151220092831,473.2527798253401,2,0,0,0,5,0
TXN-100313,0.9701901002742219,14.018554977607886,4,0,0,1,18,0
TXN-100314,0.5776434056825587,212.22752172140176,1,0,0,0,0,0
TXN-100315,2.5131921291523716,586.4371520256989,2,0,0,0,10,0
TXN-100316,0.5009375659033809,362.4331479171245,1,0,0,0,8,0
TXN-100317,1.044943492815409,63.92553324161933,6,0,0,0,7,0
TXN-100318,1.4871493246211003,13.984978830516557,2,0,0,0,2,0
TXN-100319,0.411050795590804,707.1736322819104,1,0,0,0,15,0
TXN-100320,0.7040482989358515,257.6530154044493,1,0,0,0,7,0
TXN-100321,0.7999391630505981,49.85715844825493,3,1,0,0,10,0
TXN-100322,0.8285138503216891,72.30037179258052,1,0,0,0,16,0
TXN-100323,1.5900827353821685,458.55864493308565,3,0,0,1,2,0
TXN-100324,0.6965130947444732,44.77349095970633,2,1,0,0,18,0
TXN-100325,1.0400920697519787,296.46486016557753,2,0,0,0,6,0
TXN-100326,1.0150473468860237,466.67601524513213,1,0,0,0,22,0
TXN-100327,0.973868129707887,101.22326256954416,1,0,0,0,13,0
TXN-100328,0.8906272014642479,529.6601169040948,1,0,0,0,14,0
TXN-100329,1.2427843576122826,16.718507697553637,2,0,0,0,4,0
TXN-100330,1.1880686506050502,163.33588925362125,2,0,0,0,21,0
TXN-100331,1.8396536406079917,584.5067281014282,2,0,0,0,0,0
TXN-100332,1.047960802663004,230.5987488012906,2,0,0,0,23,0
TXN-100333,1.4996107047971148,470.58825479780046,1,0,0,0,18,0
TXN-100334,1.029420743489927,216.60569138534268,2,0,0,0,9,0
TXN-100335,0.6260148128449902,551.7563996874297,2,0,0,0,14,0
TXN-100336,1.0363833077914861,317.220129551452,2,0,0,0,0,0
TXN-100337,0.7556869249705317,386.19970267676075,1,0,0,0,1,0
TXN-100338,0.9927335835825435,89.47711285092781,1,0,0,0,2,0
TXN-100339,0.8743318289628964,658.3535919408316,3,0,0,0,1,0
TXN-100340,0.5369012385713294,255.9951953961588,1,0,0,0,12,0
TXN-100341,1.266317890032708,13.210438781640253,3,0,0,0,19,0
TXN-100342,0.769128713581712,498.0290076754306,3,0,0,0,21,0
TXN-100343,1.349807281015982,26.487370575139845,1,0,0,0,5,0
TXN-100344,0.8153604641178784,22.883099738424363,2,0,0,0,14,0
TXN-100345,1.5801694868434673,547.804866091562,3,0,0,0,21,0
TXN-100346,1.0867390517611324,453.988218932153,3,0,0,0,14,0
TXN-100347,1.0487221342118322,138.2123013328759,3,0,0,0,12,0
TXN-100348,0.5093990973869694,168.97015986260962,4,0,1,0,16,0
TXN-100349,0.9585389771280125,570.0197254526308,3,0,0,1,4,0
TXN-100350,1.5880377913383072,352.5189902019704,3,0,0,1,6,0
TXN-100351,1.0348198737927823,122.91403974000059,1,0,0,0,11,0
TXN-100352,0.9542506200615117,529.7508222095834,1,0,0,0,21,0
TXN-100353,1.11450403712992,150.0055878866295,1,0,0,0,19,0
TXN-100354,0.9947506124640507,177.93673079092684,2,0,0,0,14,0
TXN-100355,1.0203418842766159,157.5270670710924,1,0,0,0,5,0
TXN-100356,1.5312267209853827,66.28529627892361,2,0,0,0,8,0
TXN-100357,0.9579926300573562,29.837299161354178,1,0,0,0,20,0
TXN-100358,1.4547455731322279,100.45873690507005,4,0,0,0,12,0
TXN-100359,0.7733704294421757,19.651931719880128,2,0,0,0,23,0
TXN-100360,0.7485615311492766,84.72898167133975,3,0,0,1,2,0
TXN-100361,1.3560264431941715,522.4426217195848,1,0,0,0,1,0
TXN-100362,0.5674132523911519,91.73036013269945,1,1,0,0,5,0
TXN-100363,0.8482533580926646,131.0457654169901,3,0,0,0,8,0
TXN-100364,0.721902839899599,223.86488136280968,1,0,0,0,3,0
TXN-100365,0.9152191765639115,473.2751317425408,2,0,0,0,6,0
TXN-100366,1.2904050049894147,646.4908027666065,3,0,0,0,16,0
TXN-100367,1.5161648417810096,137.14588788556728,2,0,0,0,8,0
TXN-100368,0.9637837432229266,54.64919036816229,1,0,0,0,4,0
TXN-100369,1.0156563577319668,822.3837137940372,1,0,0,0,3,0
TXN-100370,0.7117005428918168,257.18398428936547,2,0,0,0,19,0
TXN-100371,0.8739867291327705,766.1094545322935,1,0,0,0,12,0
TXN-100372,0.9636885653879925,161.01531721809272,2,0,0,0,21,0
TXN-100373,0.5945529335417948,282.07406245200394,3,0,0,0,9,0
TXN-100374,1.5169086219912553,10.556063568929133,1,0,0,0,12,0
TXN-100375,1.2673539449570554,18.01188001549087,2,0,0,0,9,0
TXN-100376,0.8113301395294382,380.11237737757006,2,0,0,0,21,0
TXN-100377,1.4062582203363092,53.399520374465375,1,0,0,0,1,0
TXN-100378,1.034117348850445,1004.6347018770191,2,0,0,0,20,0
TXN-100379,1.6778101602306479,156.545899045576,2,0,0,0,5,0
TXN-100380,0.7988764614114291,200.304839978883,3,1,0,0,3,0
TXN-100381,1.52217976422876,303.2880598230402,2,0,0,0,2,0
TXN-100382,0.5534030888460449,22.044515074015,4,0,0,0,0,0
TXN-100383,1.538858464464657,275.4842007819498,2,0,0,0,13,0
TXN-100384,1.3246132367718586,360.1934323633367,4,0,0,0,23,0
TXN-100385,1.5703382499175793,7.964230991955922,1,0,0,0,8,0
TXN-100386,0.712515233184902,285.919456266607,2,0,0,0,18,0
